,episode_idx,round,topic,message,dodeca_response,memnet_response,knowledge,gold,dodeca_label,memnet_label
76,368,2,Boxer (dog),All 4 of my dogs have been medium sized. They are easier to groom and don't take up a lot of room in our bed.,that ' s good to hear . i ' ve heard that nutrition is a big part of their popularity .,"i ' m not sure , but i do know that there are so many health benefits .","Due to the popularity of both commercial and homemade dog foods, nutrition is also a heavily studied subject.","I've been studying a little about dog nutrition due to how many different brands of dog food there are, what do you feed yours?",1,1
77,371,1,EuroBasket,ive never heard of it but i love basketball. tell me more about eurobasket.,the first championship was held in 1935 in fiba .,"i ' m not sure , but it was first held in 1935 .","The first championships was held three years after the establishment of FIBA, in 1935.",The league is called FIBA and was established in 1935. I'm surprised basketball is that popular in Europe!,1,0
78,372,2,Cat,Oh wow! I didn't know that. What are the most popular cat breeds among people in the united states?,"i ' m not sure , but i do know that they can be seen in close darkness .",i ' m not sure but they can see in near darkness .,They can see in near darkness.,I'm not sure what the most popular is but I do know that cats can see in near darkness which is just great.,1,0
79,379,3,New York City,"Amazing, apart from business are there any special attractions?","there are five boroughs of manhattan , brooklyn , manhattan","there are five boroughs , brooklyn , queens , manhattan , and staten island .","The five boroughs – Brooklyn, Queens, Manhattan, The Bronx, and Staten Island – were consolidated into a single city in 1898.","New York has five counties or bouroughs Queens, Manhatten, Staten Island, Brooklyn & Bronx",1,1
80,380,4,Vancouver Grizzlies,"True enough. It must be soul destroying, losing week after week. What else do you know about the Grizzlies?",they moved to memphis in the 2000 - 01 season .,"i ' m not sure , but they relocated to memphis to memphis , tennessee .","Following the 2000–01 season, the team relocated to Memphis, Tennessee, United States, and are known as the Memphis Grizzlies.","I know that following the 2000-01 season they relocated to Memphis, Tennesse",1,0
81,382,1,System of a Down,I like their fast tempo and clear lyrics. I can always understand what they are singing about.,"yeah , they achieved success with their first album release .","they have released three studio albums , "" radioactive "" , and "" meteora "" .","The band achieved commercial success with the release of five studio albums, three of which debuted at number one on the ""Billboard"" 200.",I have trouble understanding them occasionally. The band achieved success with the release of their five studio albums.,1,1
82,384,2,Cape Hatteras,Oh - that's not where I thought it was at all - LOL!!  So it's a tropical place?,yes it is a tropical island . it has a long stretch of beach and dunes .,"i ' m not sure , but i do know that they have a lot of sand and sand .","Long stretches of beach, sand dunes, marshes, and maritime forests create a unique environment where wind and waves shape the topography.","It has long beaches, sand dunes, marshes, and maritime forests, so it has a unique topography.",1,0
83,385,3,Veganism,"These vegans do not eat the dairy products,eggs or any other products",ethical vegans are those who don ' t follow the ethical diet,"i ' m not sure , but there are also ethical vegans that extend the philosophy into other areas of their lives .","The term ""ethical vegan"" is often applied to those who not only follow a vegan diet but extend the philosophy into other areas of their lives, and oppose the use of animals for any purpose.","ethical vegan"" is often applied to those who not only follow a vegan diet but extend the philosophy into other areas of their lives, and oppose the use of animals f",1,0
84,390,2,Dolphin,I remember swimming with the dolphins when I was a child and thinking how human like they acted,i think oceanic dolphins are the biggest known dolphins .,"i ' m not sure , but there are a lot of islands that live in the atlantic ocean .","Oceanic dolphins range in size from the -long and Maui's dolphin to the and killer whale, the largest known dolphin.","Swimming with dolphins would be great!  They weren't killer whales, the largest dolphins, were they?",1,1
85,405,2,French Bulldog,"They are pretty cute I think, are French Bulldogs originally from the United Kingdom?","i ' m not sure , but they were originally from england .",they are a cross between england and ratters .,Frenchies were the result in the 1800s of a cross between bulldog ancestors imported from England and local ratters in Paris (France).,They were actually from the 1800s when they crossed bulldogs and ratters in Paris.,1,1
86,411,1,Sunrise,That's true! I never thought about that! What do you think the best place is to watch the sun come up?,"i ' m not sure , but astronomically sunrise occurs only once in a while .","i ' m not sure , but i do know that the upper winds of the sun is the opposite of the upper paleolithic period .","Astronomically, sunrise occurs for only an instant: the moment at which the upper limb of the Sun appears tangent to the horizon.",Really any place with a great view of the horizon.,1,1
87,412,2,Guitar,"well, you know more than I do. I don't even know what a semitone is.",it ' s a quarter step or half tone .,"i ' m not sure , but i know a lot about it . it ' s a lot of fun to play .","A semitone, also called a half step or a half tone, is the smallest musical interval commonly used in Western tonal music, and it is considered the most dissonant when sounded harmonically.",A semitone is a half tone and is called the most dissonant when sounded harmonically. It's a bit complicated I would say but it's common in Western tonal music.,1,0
88,415,2,Dust,What are dust mites?  Are they like bed bugs or something?,"yes , they are bed bugs - they are dead skin cells .","i ' m not sure , but i do know that dust cells are mostly found in human life .","Dust mites are microscopic arachnids whose primary food is dead human skin cells, but they do not live on living people.",They are basically microscopic arachnids that feed on dead skin cells but don't live on humans.,1,1
